SALES_SUM,THIRD,PRODUCT_GROUP,PRODUCER
2.83,1,LAHJAD ALKOH.JOOGID,A. LE COQ
7.55,3,KANGE ALKOHOL,LIVIKO
0.75,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.09,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.69,4,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.95,1,KOMMID,FERRERO
2.59,1,KÜLMUT.KÖÖGIVILI,AVIKO
7.77,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
5.35,3,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
0.99,3,KARASTUS-JA TONISEERIVAD JOOGID,VIRU ÕLU
1.39,1,KOMMID,MARS
2.26,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
4.15,2,VÄRSKE LIHA,TALLEGG AS
2.09,3,KONDIITRITOOTED,HAGAR
2.69,3,LEMMIKLOOMATOIDUD,MARS
10.83,3,MAITSEAINED,MEIRA
2.9,3,TUBAKATOOTED,JT INTERNATIONAL
0.62,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.85,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.35,2,TUBAKATOOTED,HIINA
3.3,2,TUBAKATOOTED,PHILIP MORRIS
2.05,3,KODUKEEMIA,HENKEL
1.5,3,KÜLMUTATUD LIHA JA LIND,EESTI
0.69,1,"SUPID, PULJONGID, KASTMED",NESTLE
0.58,2,PIIM,FARMI PIIMATÖÖSTUS AS
4.99,1,KANGE ALKOHOL,LIVIKO
0.34,3,MAITSEAINED,VALGEVENE
1.9,3,PATAREID,ENERGIZER
0.32,1,VÄRSKE KÖÖGIVILI,HOLLAND
0.79,2,MAHL,EESTI
1.08,3,VÄRSKE PUUVILI,PERUU
0.39,1,LEMMIKLOOMATOIDUD,MARS
0.65,3,SUUVÄRSKENDAJAD,WRIGLEY
1.16,3,"VÕI, MARGARIIN, VÕIDED",UNILEVER
0.7,3,PAGARITOOTED,EESTI PAGAR
0.99,1,JÄÄTIS,EESTI
0.61,2,PAGARITOOTED,FAZER EESTI AS
2.75,2,KONDIITRITOOTED,PÄRNAMÄED
0.99,3,PIIM,TERE AS
1.99,3,KOMMID,KALEV
2.68,1,VÄRSKE LIHA,TALLEGG AS
0.55,3,KRÕPSUD,FRITO-LAY POLAND
5.8,1,TUBAKATOOTED,JT INTERNATIONAL
0.85,2,PAGARITOOTED,KARJA PAGARIÄRI
7.5,2,VEIN,MIGUEL TORRES S.A.
0.41,2,MAITSEAINED,EUROOPA LIIT
1.45,1,"SINK, VORST",NÕO LIHATÖÖSTUS AS
1.05,3,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
0.88,3,VÄRSKE PUUVILI,KREEKA
0.92,2,PAGARITOOTED,EESTI PAGAR
0.85,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.76,2,KOMMID,KALEV
1.45,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.85,2,ÐOKOLAADID,FERRERO
0.75,2,PAGARITOOTED,EESTI PAGAR
1.18,4,TEE,SAKSAMAA
0.29,3,VÄRSKE KÖÖGIVILI,UNGARI
2.79,1,LAHJAD ALKOH.JOOGID,A. LE COQ
0.79,1,"SINK, VORST",EESTI
1.75,3,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.79,2,"SINK, VORST",EESTI
1.78,2,KOMMID,MOLDAAVIA
0.93,2,KONDIITRITOOTED,EESTI PAGAR
0.85,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.8,3,JOGURT,FARMI PIIMATÖÖSTUS AS
0.6,3,PAGARITOOTED,EESTI PAGAR
0.42,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.54,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.25,2,MAHL,A. LE COQ
0.44,3,VÄRSKE PUUVILI,ITAALIA
0.75,1,PAGARITOOTED,LEIBUR AS
1.59,3,VALMISTOIT,SAARIOINEN EESTI OÜ
1.09,3,VÄRSKE KÖÖGIVILI,NA
0.8,2,LEMMIKLOOMATOIDUD,NESTLE
2.8,3,KOSMEETIKA,GARNIER
0.97,3,KOMMID,MOLDOVA
0.58,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.59,2,PIIM,TERE AS
0.89,1,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
0.89,3,KOMMID,ROSHEN
1.2,1,"KÜPSISED, VAHVLID",KRAFT FOODS
1.35,2,"SINK, VORST",ATRIA EESTI AS
0.99,1,KUIVAINED,KIVISAARE VESKI OÜ
1.89,2,KOMMID,MARS
0.76,3,MAHL,A. LE COQ
1.69,1,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.99,1,KRÕPSUD,UAB ESTRELLA BALTICS
1.25,1,JUUSTUD,TERE AS
0.95,1,KARASTUS-JA TONISEERIVAD JOOGID,VIRU ÕLU
0.45,3,LEMMIKLOOMATOIDUD,MARS
1.39,3,VALMISTOIT,SAAREMAA LIHATÖÖSTUS OÜ
1.45,4,KARASTUS-JA TONISEERIVAD JOOGID,HARTWALL
2.75,2,TUBAKATOOTED,JT INTERNATIONAL
0.69,3,JOGURT,FARMI PIIMATÖÖSTUS AS
0.55,3,PAGARITOOTED,FAZER EESTI AS
1.35,3,KOMMID,HARIBO
0.89,3,HÜGIEENITOOTED,CREDO
0.75,2,HOMMIKUSÖÖGID,EUROOPA LIIT
3.2,3,TUBAKATOOTED,PHILIP MORRIS
1.75,2,KALA POOLTOOTED,LEEDU
0.59,2,KALAKONSERVID,LÄTI
1.79,1,VALMISTOIT,OSKAR LT AS
0.89,3,"VÕI, MARGARIIN, VÕIDED",EESTI
4.85,1,JUUSTUD,"PÜ E-PIIM, PÕLTSAMAA MEIEREI"
1.04,2,JÄÄTIS,INGMAN LEDAI
0.41,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.35,2,VALMISTOIT,TALLEGG AS
0.55,2,VÄRSKE KÖÖGIVILI,EESTI
2.12,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.19,3,MAHL,A. LE COQ
0.55,3,ÐOKOLAADID,NESTLE
0.82,2,"SINK, VORST",EESTI
3.69,3,KOSMEETIKA,LOREAL
2.19,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
3.2,1,TUBAKATOOTED,PHILIP MORRIS
1.39,2,JOGURT,TERE AS
0.72,2,PAGARITOOTED,EESTI
3.78,2,KARASTUS-JA TONISEERIVAD JOOGID,VITAMIN WELL AB
1.7,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.85,2,"KÜPSISED, VAHVLID",BAHLSEN
1.55,2,JUUSTUD,VALIO EESTI AS
1.09,1,JOGURT,FARMI PIIMATÖÖSTUS AS
2.9,3,KOSMEETIKA,DOBER S.L.
2.4,4,LEMMIKLOOMAKAUBAD,TSEHHI
0.89,3,"SINK, VORST",ATRIA EESTI AS
2.51,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.72,3,PAGARITOOTED,EESTI PAGAR
0.99,2,MAHL,LARGO AS
0.54,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
2.69,1,ÕLU,KAISERDOM PRIVATBRAUEREI
0.99,3,KRÕPSUD,UAB ESTRELLA BALTICS
0.69,1,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.96,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.89,2,KARASTUS-JA TONISEERIVAD JOOGID,VITAMIN WELL AB
0.82,2,KONDIITRITOOTED,SOOME
1.56,3,KÖÖGIVILJAKONSERV,SALVEST AS
5.55,3,VÄRSKE LIHA,TALLEGG AS
0.85,2,PAGARITOOTED,EESTI PAGAR
5.99,1,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
1.29,1,KUIV.PUUV. JA PÄHKLID,TÜRGI
6.4,2,TUBAKATOOTED,JT INTERNATIONAL
1.29,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
10,3,VALMISTOIT,TALLEGG AS
3.05,2,KÜPSETUSRASVAD,CARGILL OIL PACKERS BVBA
0.25,1,KOMMID,LEAF
0.49,2,KONDIITRITOOTED,FRITO-LAY POLAND
1.29,4,KOMMID,KALEV
0.38,3,PIIMATOOTED,EESTI
7.09,3,VÄRSKE LIHA,TALLEGG AS
0.59,3,PIIM,EESTI
3.98,3,KONDIITRITOOTED,EESTI PAGAR
1.38,3,ÕLU,A. LE COQ
1.43,1,JÄÄTIS,UNILEVER FINLAND OY
1.18,4,PASTA,PASTA ZARA
0.95,2,JOGURT,EESTI
0.59,1,JUUSTUD,POOLA
1.39,2,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
1.7,2,MAGUSROAD,TERE AS
1.25,2,JOGURT,EESTI
0.75,2,HOMMIKUSÖÖGID,EUROOPA LIIT
2.59,2,VÄRSKE PUUVILI,HISPAANIA
1.78,2,"SINK, VORST",ATRIA EESTI AS
0.45,2,PAGARITOOTED,LEIBUR AS
1.98,1,ÕLU,HEINEKEN CESKA REPUBLIKA A.S.
0.87,3,PAGARITOOTED,EESTI PAGAR
0.45,1,HÜGIEENITOOTED,CASATREND
0.85,2,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
0.99,3,KALA POOLTOOTED,LEEDU
0.65,1,JOGURT,TERE AS
0.85,2,ÐOKOLAADID,FERRERO
1.59,1,VALMISTOIT,MAKSIKÖÖK
2.05,4,KUIV.PUUV. JA PÄHKLID,RHUMVELD BALTIC OÜ
5.1,3,ÐOKOLAADID,FAZER CONFECTINERY
1.85,3,VALMISTOIT,ATRIA EESTI AS
1.64,2,VÄRSKE KÖÖGIVILI,EESTI
1.07,2,VÄRSKE PUUVILI,LAV
1.15,1,LEMMIKLOOMATOIDUD,MASTERFOODS
3.65,2,JUUSTUD,VÕRU JUUST AS
2.49,2,KALA POOLTOOTED,LEEDU
0.75,3,PAGARITOOTED,EESTI PAGAR
0.89,3,PAGARITOOTED,FAZER EESTI AS
0.99,4,PIIM,VALIO EESTI AS
1.06,2,"SINK, VORST",ATRIA EESTI AS
0.89,1,PIIM,TERE AS
3.98,1,VÄRSKE LIHA,ATRIA EESTI AS
0.95,3,VÄRSKE KÖÖGIVILI,POOLA
1.69,1,JUUSTUD,ZEMAITIJOS PIENAS AB
0.89,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.75,3,PAGARITOOTED,FAZER EESTI AS
0.85,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.78,1,"VÕI, MARGARIIN, VÕIDED",EESTI
0.75,1,ÕLU,SAKU ÕLLETEHAS
0.59,3,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.8,3,KONDIITRITOOTED,EUROLEIB AS
0.39,1,VÄRSKE PUUVILI,PANAMA
0.58,3,TÖÖDELDUD KALATOOTED,KÕRVEKÜLA KALATÖÖSTUSE AS
2.85,1,KONDIITRITOOTED,EESTI PAGAR
0.85,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.06,1,VÄRSKE KÖÖGIVILI,MAROKO
0.66,1,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.85,3,KOMMID,EESTI
1.47,1,TÖÖKAITSEVAHENDID,HIINA
1.89,3,KARTUL,NA
4.18,1,PIIMATOOTED,ESTOVER PIIMATÖÖSTUS
0.74,2,"SINK, VORST",ARKE LIHATÖÖSTUS
0.69,1,PAGARITOOTED,LEIBUR AS
0.71,4,VÄRSKE PUUVILI,POOLA
2.09,3,KOMMID,SCHWARTAUER WERKE GMBH
1.58,1,"SINK, VORST",ATRIA EESTI AS
0.99,1,JOGURT,TERE AS
1.33,1,KODUKAUBAD,METSÄ TISSUE
0.69,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.19,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.99,1,ÐOKOLAADID,KALEV
2.09,2,ÕLU,A. LE COQ
0.16,3,PAGARITOOTED,EESTI PAGAR
0.64,4,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
4.65,2,VEIN,LATVIJAS BALZAMS
4.99,2,KANGE ALKOHOL,LIVIKO
0.79,2,KRÕPSUD,FRITO-LAY POLAND
1.15,3,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
1.15,1,LASTETOIDUD,UNGARI
0.41,1,"SUPID, PULJONGID, KASTMED",BESTFOODS POLSKA SP.Z O.O.
1.85,2,"SINK, VORST",ATRIA EESTI AS
1.69,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.78,1,"VÕI, MARGARIIN, VÕIDED",EESTI
0.65,1,ÕLU,EESTI
0.75,4,PAGARITOOTED,FAZER EESTI AS
0.51,1,VÄRSKE KÖÖGIVILI,EESTI
2.42,4,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
11.09,1,KANGE ALKOHOL,LIVIKO
0.52,3,PAGARITOOTED,EESTI
1.79,3,KODUKAUBAD,GEORGIA PACIFIC
2.75,2,TUBAKATOOTED,PHILIP MORRIS
0.35,3,TUBAKATOOTED,HIINA
0.75,3,KOMMID,KALEV
3.81,2,VÄRSKE LIHA,ARKE LIHATÖÖSTUS
1.96,1,KODUKAUBAD,WETTEX
0.44,1,PAGARITOOTED,LEIBUR AS
2.5,2,PÕHIROA KONTSENTRAADID,SALVEST AS
1.76,3,KONDIITRITOOTED,EESTI PAGAR
1.75,3,KOMMID,KALEV
1.49,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
2.8,3,TUBAKATOOTED,IMPERIAL TOBACCO
0.89,3,JOGURT,TERE AS
0.59,2,PIIM,TERE AS
0.49,1,VÄRSKE KÖÖGIVILI,MAROKO
1.49,2,PAGARITOOTED,LEIBUR AS
0.27,2,VÄRSKE PUUVILI,PRANTSUSMAA
1.86,1,KODUKAUBAD,SCA HYGIENE
5.1,2,KONDIITRITOOTED,HAGAR
0.57,4,KODUKAUBAD,EUROOPA LIIT
1.29,2,ÐOKOLAADID,KALEV
1.29,3,"SINK, VORST",ATRIA EESTI AS
1.45,3,KODUKAUBAD,METSÄ TISSUE
0.69,3,LEMMIKLOOMATOIDUD,MARS
1.05,3,VESI,ALDARIS AS
0.85,1,KODUKEEMIA,MAYERI INDUSTRIES AS
0.75,4,PAGARITOOTED,FAZER EESTI AS
0.99,3,"SINK, VORST",NÕO LIHATÖÖSTUS AS
3.64,3,JUUSTUD,EESTI
1.99,3,KODUKAUBAD,HORIZON TISSUE OÜ
1.5,1,PAGARITOOTED,EESTI PAGAR
0.99,4,JOGURT,SAAREMAA DELIFOOD OÜ
0.99,1,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
0.89,1,KOMMID,AUGUST STORCK KG
1.59,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.29,3,TUBAKATOOTED,HIINA
0.65,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.99,1,JOGURT,TERE AS
1.04,3,PAGARITOOTED,EESTI PAGAR
3.31,2,VÄRSKE LIHA,TALLEGG AS
0.95,1,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
1.29,3,KUIV.PUUV. JA PÄHKLID,TÜRGI
0.38,3,MAITSEAINED,EUROOPA LIIT
0.45,3,KONDIITRITOOTED,FRITO-LAY POLAND
0.65,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.6,3,ÐOKOLAADID,FERRERO
0.36,3,VÄRSKE PUUVILI,HISPAANIA
5.89,2,ÕLU,SAKU ÕLLETEHAS
1.18,3,PIIMATOOTED,EESTI
0.75,1,HOMMIKUSÖÖGID,EUROOPA LIIT
0.75,2,PIIMATOOTED,EESTI
0.81,1,PAGARITOOTED,EESTI LEIVATÖÖSTUS
3.89,2,VÄRSKE LIHA,ARKE LIHATÖÖSTUS
3.99,3,VEIN,COLI CHIANTI RISERVA
1.29,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.88,1,PIIMATOOTED,PROCORDIA FOOD AB
2.4,2,PÕHIROA KONTSENTRAADID,UKRAINA
3.09,1,KOSMEETIKA,UNILEVER
1.12,2,"KALENDRID, PERIOODIKA",E.O.MAP
0.57,2,KODUKAUBAD,EUROOPA LIIT
0.45,2,KODUKAUBAD,VILEDA
0.75,2,PAGARITOOTED,FAZER EESTI AS
0.39,1,MAITSEAINED,EUROOPA LIIT
1.69,2,KOHV,KRAFT FOODS
1.85,3,"SINK, VORST",NÕO LIHATÖÖSTUS AS
1.22,3,VALMISTOIT,SAARIOINEN EESTI OÜ
0.69,3,PIIMATOOTED,EESTI
3.6,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
5.67,1,POISTE MÄNGUASJAD,WADER
0.75,1,KOMMID,KALEV
3.8679,1,VÄRSKE PUUVILI,BRASIILIA
9.99,3,ÕLU,A. LE COQ
0.79,3,PAGARITOOTED,KARJA PAGARIÄRI
2.07,3,PIIM,FARMI PIIMATÖÖSTUS AS
3.18,2,VÄRSKE KÖÖGIVILI,EESTI
0.42,3,KARTUL,EESTI
2.95,2,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
0.85,1,JÄÄTIS,INGMAN LEDAI
2.89,2,LAHJAD ALKOH.JOOGID,A. LE COQ
0.65,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.99,3,ÕLU,A. LE COQ
1.69,2,JUUSTUD,"PÜ E-PIIM, PÕLTSAMAA MEIEREI"
0.72,2,PAGARITOOTED,EESTI PAGAR
1.56,2,KRÕPSUD,BALSNACK
1.2,1,"KALENDRID, PERIOODIKA",NA
1.55,2,VALMISTOIT,MAKSIKÖÖK
2.49,3,KODUKAUBAD,EUROOPA LIIT
1.24,3,KONDIITRITOOTED,EESTI PAGAR
0.82,1,MAHL,EUROOPA LIIT
2.02,1,"SINK, VORST",OSKAR LT AS
1.99,1,ÐOKOLAADID,FAZER CONFECTINERY
0.46,3,VALMISTOIT,MAKSIKÖÖK
0.32,1,JÄÄTIS,EESTI
2.7,2,TUBAKATOOTED,IMPERIAL TOBACCO
0.3,1,KOMMID,SANTE KOWALSKY
0.54,2,PIIM,TERE AS
1.69,3,JOGURT,VALIO EESTI AS
1.62,2,KOMMID,HIINA
0.48,2,VÄRSKE KÖÖGIVILI,EESTI
0.95,1,LEMMIKLOOMATOIDUD,MARS
10.27,4,"LAUAKAUNISTAMISVAHENDID, DEKORATIIVNÕUD, -VAHENDID JA KINGITUSED",HANSA CANDLE
5.98,2,VEIN,LATVIJAS BALZAMS
2.09,2,ÕLU,A. LE COQ
2.22,1,JÄÄTIS,NESTLE
0.65,1,PIIMATOOTED,VALIO EESTI AS
0.18,2,VÄRSKE KÖÖGIVILI,HOLLAND
2.75,1,KOSMEETIKA,LOREAL
0.75,3,PAGARITOOTED,FAZER EESTI AS
1.8,3,"SUPID, PULJONGID, KASTMED",NESTLE
1.19,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.73,1,VÄLISMAINE RAHVUSTOIT,SANTA MARIA AS
1.85,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.93,3,VALMISTOIT,KAUBAMAJA KÖÖK
0.59,2,PIIMATOOTED,EESTI
0.85,3,VALMISTOIT,SAARIOINEN EESTI OÜ
0.75,2,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
0.54,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
2.39,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.26,2,VALMISTOIT,MAKSIKÖÖK
0.85,2,VALMISTOIT,MAKSIKÖÖK
0.95,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.72,3,PAGARITOOTED,EESTI PAGAR
1,3,PIIMATOOTED,DANONE
1.16,3,KRÕPSUD,LATFOOD
1.84,2,KUIVAINED,BALTI VESKI
1.29,3,VALMISTOIT,POOLA
1.69,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.7,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.89,3,ÕLU,A. LE COQ
0.75,3,PAGARITOOTED,EESTI PAGAR
2.49,3,PAGARITOOTED,CRISTELLA VT OÜ
0.85,2,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
0.75,3,VÄRSKE KÖÖGIVILI,NA
1.29,2,KONTSENTRAADID,VIRU ÕLU
0.52,1,ÐOKOLAADID,FERRERO
0.56,2,PIIM,FARMI PIIMATÖÖSTUS AS
1.39,4,VÄRSKE KÖÖGIVILI,NA
1.49,3,VÄRSKE LIHA,LEEDU
0.49,3,ÐOKOLAADID,MARS
0.95,4,ÕLU,A. LE COQ
1.39,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
3.1,3,PATAREID,PANASONIC
1.806,1,VÄRSKE KÖÖGIVILI,NA
1.18,2,"SUPID, PULJONGID, KASTMED",UNILEVER
1.15,1,MAHL,A. LE COQ
0.99,3,VÄRSKE KÖÖGIVILI,NA
2.75,1,TUBAKATOOTED,PHILIP MORRIS
2.35,2,KOSMEETIKA,COLGATE&PALMOLIVE
3.3,1,TUBAKATOOTED,PHILIP MORRIS
1.69,4,MAHL,A. LE COQ
1.3,2,VALMISTOIT,NÕO LIHATÖÖSTUS AS
0.89,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.89,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.85,1,PAGARITOOTED,EESTI PAGAR
0.83,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.38,1,KUNSTITARBED,SULEMEES
2.99,3,VEIN,RETHRA KELLEREI GMBH
0.42,3,PAGARITOOTED,FAZER EESTI AS
2.99,1,"SINK, VORST",ATRIA EESTI AS
1.19,1,HÜGIEENITOOTED,PROCTER&GAMBLE
0.56,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.75,3,TERVISETOOTED,CHUPA CHUPS
1.78,1,ÕLU,A. LE COQ
0.78,3,VALMISTA ISE,POOLA
1.17,3,VALMISTOIT,NARVA KONSUMI KÖÖK
0.75,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.55,1,KUIVAINED,EUROOPA LIIT
0.39,3,PAGARITOOTED,LEIBUR AS
0.55,2,KARASTUS-JA TONISEERIVAD JOOGID,VRUMONA BV
0.45,1,PAGARITOOTED,EESTI PAGAR
2.5,1,VÄRSKE LIHA,ATRIA EESTI AS
3.16,1,LEMMIKLOOMATOIDUD,DE HAAN
0.5,2,KARTUL,EESTI
11.99,1,MUUSIKA JA FILM,PEDROBEAT
1.25,1,KARASTUS-JA TONISEERIVAD JOOGID,APRICOT OÜ
1.28,2,LAHJAD ALKOH.JOOGID,A. LE COQ
2.59,3,ÕLU,ALDARIS AS
0.79,3,PIIMATOOTED,TERE AS
1.79,3,VÄRSKE KÖÖGIVILI,NA
1.35,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.03,1,KODUKAUBAD,HUHTAMAKI
1.39,1,JUUSTUD,FARMI PIIMATÖÖSTUS AS
1.39,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.69,3,PAGARITOOTED,LEIBUR AS
2.95,1,HOMMIKUSÖÖGID,KELLOGGS
1.18,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.79,1,VÄRSKE KÖÖGIVILI,NA
2.39,3,KODUKAUBAD,GEORGIA PACIFIC
1.18,1,PAGARITOOTED,EESTI PAGAR
2.12,1,HÜGIEENITOOTED,PROCTER&GAMBLE
0.59,2,"SINK, VORST",EESTI
8.76,1,ÕLU,A. LE COQ
1.69,3,JOGURT,DANONE
0.99,1,PIIMATOOTED,TERE AS
0.55,3,KUIV.PUUV. JA PÄHKLID,RHUMVELD BALTIC OÜ
0.86,2,KODUKAUBAD,PACK-HOLDING
2.25,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
2.74,3,MAGUSAD HOIDISED,SIRELI MT
1.36,4,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.29,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.69,1,KÜLMUT.PUUVILI,POLSKI OGROD
1.29,2,KODUKEEMIA,COLGATE&PALMOLIVE
0.26,1,PAGARITOOTED,EESTI
0.35,2,PIIMATOOTED,TERE AS
0.42,2,VÄRSKE KÖÖGIVILI,EESTI
1.3,3,LEMMIKLOOMATOIDUD,MARS
0.49,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
7.15,2,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
1.59,2,ÐOKOLAADID,KALEV
0.99,2,PIIM,TERE AS
1.25,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.99,3,MUNAD,EESTI
0.32,3,VESI,SAARE FOODS
0.75,3,PAGARITOOTED,LEIBUR AS
1.29,1,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
0.63,2,PAGARITOOTED,EESTI PAGAR
0.85,2,PAGARITOOTED,EESTI PAGAR
0.75,3,HOMMIKUSÖÖGID,NAUJASIS NEV EZI
0.69,3,ÕLU,A. LE COQ
0.95,2,ÕLU,A. LE COQ
1.5,4,"KÜPSISED, VAHVLID",KALEV
0.93,1,ÕLU,A. LE COQ
0.69,3,PIIMATOOTED,VALIO EESTI AS
5.4,1,TUBAKATOOTED,PHILIP MORRIS
0.69,3,"SINK, VORST",ATRIA EESTI AS
0.82,3,"SINK, VORST",ARKE LIHATÖÖSTUS
0.85,3,PUUVILJAKONSERVID,INGLISMAA
1.62,2,PIIM,FARMI PIIMATÖÖSTUS AS
1.49,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.59,3,SUUVÄRSKENDAJAD,KRAFT FOODS
0.95,2,VESI,ALDARIS AS
2.69,3,ÕLU,A. LE COQ
5.4,2,TUBAKATOOTED,BRITISH AMERICAN TOBACCOLAND
0.38,3,PIIMATOOTED,EESTI
1.9,3,KÜLMAD KASTMED,UNILEVER
1.15,1,JOGURT,FARMI PIIMATÖÖSTUS AS
0.36,1,PIIMATOOTED,TERE AS
1.69,2,"VÕI, MARGARIIN, VÕIDED",SAAREMAA PT
2.11,3,VALMISTOIT,SAAREMAA LIHATÖÖSTUS OÜ
0.99,4,MAHL,SIA CIDO GRUPA
0.58,1,PIIM,FARMI PIIMATÖÖSTUS AS
2.99,4,KOSMEETIKA,PROCTER&GAMBLE
1.19,3,MUNAD,TALLEGG AS
0.49,3,PAGARITOOTED,EESTI PAGAR
3.59,3,JUUSTUD,EESTI
1.99,3,"SINK, VORST",EESTI
0.59,1,"SINK, VORST",EESTI
0.45,2,"KÜPSISED, VAHVLID",LÄTI
0.62,2,PAGARITOOTED,LEIBUR AS
0.69,2,"PESEMIS-, KORISTUS-, KUIVATAMIS-, MAJAPIDAMISTARBED",YORK
1.49,1,KÖÖGIVILJAKONSERV,BONDUELLE NAGYKOROS KFT
1.39,1,KUIV.PUUV. JA PÄHKLID,ARIMEX
0.89,1,MUNAD,EESTI
1.49,1,MAHL,COCA-COLA HBC
0.19,2,PIIMATOOTED,EESTI
1.19,1,KODUKEEMIA,BROS SP.J
2.65,1,KOSMEETIKA,HENKEL
0.39,3,PAGARITOOTED,EESTI PAGAR
5.67,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.45,3,KODUKEEMIA,PROCTER&GAMBLE
1.27,1,VÄRSKE LIHA,TALLEGG AS
2.89,2,VÄRSKE KÖÖGIVILI,HISPAANIA
1.29,2,ÐOKOLAADID,KALEV
1.79,1,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
0.95,3,VESI,A. LE COQ
1.95,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
